file_id,contents,user_id,subforum_id,num_contexts,label
13862192_1,another article on the mail today on their side bet you they will be allowed to stay think of the money that these people soak off the irish people madness www.faem.com,591113,1391,2,1
13456921_1,"If not kept in check , we may very will be living in an actual Planet of the Apes soon .",578990,1347,0,1
12882480_3,Those visionary and responsible negroes ...,572043,1345,0,1
14673719_1,"Would black people rather take one million dollars to move themselves and their immediate family back to the motherland , or stay here in America and blame whites for their poverty and crime ?",575882,1371,0,1
14654023_1,I have never seen an Asian woman dating an Asian man.They like the white man they re-force wiggers and our detrimental towards our cause.Cpamikei,614078,1371,0,1
14279550_3,"Living in a boarder state , Texas , the problems of illegal aliens is , naturally , a stark reality , and let me add that the only solution that I see is the implimentation of U.S. Troops as guards on the Mexican boarder .",573505,1380,0,1
30546987_1,Frederick neichzche embraced the notion that for a race to evolve there had to be a struggle to kill of the weaker elements to keep them from contaminating the gene pool. in the US one could say that there is a breeding program to breed dumb ghetto blacks .,575717,1348,0,1
30654947_3,"They 're a waste of space and they 're filthy , tax payer robbing , mentally challenged , primitive , unintelligent cultural trash .",578687,1359,0,1
13592326_2,Compared to the stunningly beautiful white Swedish females she is just a barfy mixed breed dog .,572266,1393,0,1
30644184_4,"Deanna Spingola and Dr. Lorraine Day - Zionism , the Holocaust , Aids and Vaccines YouTube - Deanna Spingola and Dr. Lorraine Day - Zionism , the Holocaust , Aids and Vaccines Listen/watch the full interview @ Deanna Spingola and Dr. Lorraine Day - Zionism , the Holocaust , Aids and Vaccines : Free Download & Streaming : Internet Archive www.DrDay.com www.GoodNewsAboutGod.com",572066,1346,0,1
13845145_1,So according to your logic since blacks have been in N.America for hundreds of yrs they should be allowed to stay ? and yes whites should leave africa .,592499,1391,0,1
30739072_4,As Hispanic and Negro populations increase test score averages will decrease .,572226,1362,0,1
13642136_2,Piece of * * * * deserves to be shot .,591160,1391,0,1
14105196_1,open a new shop somewhere get my son more interested in education ( he hates school ) help mor ein my community try to whiten things up > >,599813,1381,0,1
30742787_2,They always think they are somehow exempt from the rules,576578,1362,0,1
14019007_1,"You forgot to add that they spread disease and their poor hygiene causes pest infestations , then there is rampant drug use and sexual assaulting white women and children .",577037,1388,2,1
30756469_1,I would rather have a white person with a high school diploma from an all white high school teach a kid to read than a negro with a college degree not teach a kid to read even while getting paid to do so .,578188,1362,0,1
31501488_2,Break them up .,573490,1345,3,1
14413050_1,Don't stop trying because the negro will prove you to be right .,574116,1375,1,1
30481231_1,We have such a huge Asian problem .,577669,1388,0,1
30580366_3,Every cultured society and all things therein were created by whites .,734616,1348,0,1
14032740_2,"Well , the warm weather is coming in and guess what , I now have to painstakingly endure all the offspring of these immigrants , Africans , foeigners ( Im putting them all because there is that many of them ) all playing out the front of the flats in the small garden area , screeching and shouting and their hyena pitched laughing .",574284,1387,0,1
31768317_1,i use it as way to intimidae jew to show them that there are still people who are aginst them it did originate in Roman it was called the wariors salute,585713,1363,0,1
13506847_1,"thank you very much for your replies ! I just wonder if there is a site of the NNP in english ? anyway I hope Russia will kick non-white butts out of its territory.so long , brothers !",585802,1395,0,1
31501488_3,I saw a white and a black couple the other day and nearly went ballistic and got enraged .,573490,1345,0,1
14104759_2,I 'm either in North Florida or Nigeria sometimes i ca n't tell the difference. mothergrinninbird@yahoo.com,586693,1381,0,1
14669890_3,"Good luck with your bugchasing , homo . . .",572638,1371,3,1
12905934_1,"We have two things wrong here , Mexcicans in a White homeland and a Pizza company sending a female in harms way .",572385,1345,0,1
13858325_1,"When I look at the Zimbawee 's Mugabe , I think `` Ape '' or `` Gorilla '' .",590316,1391,0,1
30654947_2,"I wish they 'd all bugger off back to the Sudan , Nigeria , Ethiopia or where ever the hell it is they 're from and never come back .",578687,1359,0,1
13592326_3,Her tainted feet have no place in Sweden .,572266,1393,0,1
30457422_1,"And then there 's Asiacourt , the once beautiful , safe , WHITE , area of Scarborough ... ( and the last i checked ) was a garbage infested Chinease outpost .",572269,1388,0,1
30777604_2,I 'm sure I would have done great in public school if the Mexican gang members stopped kicking my * * * long enough for me to get my homework done ...,575950,1362,0,1
31495527_1,"Yeah, she 's gonna end up just like the last hoe bag that got involved with the same chimp .",578002,1345,0,1
13589734_1,Interesting article about what to do with these evil persons who keep telling the truth and who don ´ t want to surrender ( in Danish ),586668,1393,1,1
14040305_1,"Its about time we as a nation take matters into our own hands , over throw the government stop the white genocide deport all immigrants and establish a government to help indigenous white Britons rebuild this country .",596118,1387,0,1
12882685_3,"Traitors are pathetic ignorant fools , and negroes are fools because they are starting to literally bite the hands that feed them .",577765,1345,0,1
13388956_2,"You can take a negro out of Africa and have it grow up in Boston and Orlando , and it still reverts to its innate negro ways the moment it hits its native African soil .",573789,1345,0,1
30471804_2,The race traitors sicken me too .,735180,1388,0,1
13060199_2,`` Those evil Whites .,579203,1345,0,1
13117052_1,The media wants to bury the story because they care more about homo killers not getting their sick fetish for young boys fufilled .,572234,1345,5,1
13864296_1,"that is the sadest news i have ever heard in my entire life , ireland not a white country. its like saying the world is ending",587137,1391,0,1
30526433_1,WTF is wrong with u allowing your children to have non white friends ?,738643,1348,0,1
14039896_1,"Yeah, we could do with the same amount of black rapists as the Nordic countries are privileged enough to have .",578507,1387,3,1
32940552_1,"If we are White and wish to save this country rather than have it turn into a disorderly non-White hegemony , then we are all at a loss for what to do .",572266,1388,0,1
14081846_1,"They are beating each other to death everywhere , just look what they do to each other in Africa .",578492,1383,1,1
13604801_2,The blacks and browns are detroying sweden and nobody does anything about it ! : madex : madex : madex,589629,1393,0,1
14670887_2,What about all the tens of millions of negroes that are nothing more than criminals and parasites that do nothing but breed more criminals and parasites ?,576752,1371,0,1
30550201_2,"It is also a breeding ground for Dieversity , and Libturd Indoctronation .",572314,1362,0,1
13126067_2,Always nice to see a negro on the receiving end of a beat down from a white for a change .,578146,1345,0,1
14656954_1,I have never seen an Asian woman dating an Asian man.They like the white man they re-force wiggers and our detrimental towards our cause.Cpamikei,614078,1371,0,1
13058178_1,And these words of wisdom come from a man that thinks another mans anus as well as his own was made to be used as a vagina :,578203,1345,0,1
13488914_1,"Why do n't White Europeans and Americans grow a set of balls , and deport these Black and brown animals from their countries ?",575554,1395,0,1
13288491_1,Yes the negroes have been busy the last few weeks but we have to expect it because nothing is being done to them when a crime is committed,580733,1345,0,1
13862779_1,"The rag-heads dont have the numbers to kick off in Ireland yet , but when they do , you will know all about it .",580968,1391,0,1
30474128_1,"I suppose they 're trying to be funny , but it 's really just an effort to continue demonizing Germans and propagating the Holocau $ t .",578653,1354,0,1
13477295_2,Jews have been poisoning wells since Biblical times .,572087,1345,2,1
13847335_1,"We have to encourage people to boycott all black businesses , start rumours that blacks working in shops have AIDs which is probably true .",592532,1391,0,1
14023352_1,put the kids in a ophanage and arrest the whore of a mother to a point of not having more biracial kids 8 kids have to suffer all their lives to due a whore,572037,1387,0,1
14662277_2,"Only in the mind of the INTERNATIONAL JEW could such an evil machination , with its ticker tape parade of lies , be cooked up !",572134,1371,0,1
14668355_3,White + Asian DOES NOT make white babies .,572513,1371,0,1
31676538_2,If she continues worshipping negroes and homos the odds are good this scenario will repeat .,575133,1345,0,1
14074039_1,I stumbled n this by accident Absolute savages and yet you will have all the liberal women saying how great multiculturalism is and we are all the same Le TÃ © lÃ © gramme - France - Montpellier ( 34 ) .,579750,1383,0,1
12856846_1,"well, the liberals would go ape crazy .",575968,1346,0,1
13590627_3,A mud is a mud is a mud that 's all there is to it .,586990,1393,0,1
12835050_1,"I'm insulted by how stupid the Jews think we are until I see what they see by reading the posts amongst our so-called , `` Awakened Brethren . ''",572385,1346,0,1
13850112_1,"Manic street preachers are also red scum and basically every band playing is left-wing/pro-faggot , and many of them are drug using lowlifes .",591126,1391,0,1
30651277_1,"Hi Im tv free do n't have kids yet reading mending , sewing , menting board games radio study extra curricula actives Good on you for planning a FREE jewv existence",610231,1362,0,1
13844126_1,I hate the word racist it makes people being called racist think that they are doing something wrong when they the immigrants coming here are doing something wrong,592479,1391,0,1
30546987_2,With the liberal media and police departments under reporting black crime they have been given a pass on their ghetto ways so many times that it as becomes acceptable behavior for them as there is no real consequences for it .,575717,1348,0,1
13848468_1,Why dont we just put them in my spot and then drop a few bombs.I am serious they are making fools out of the Irish .,579630,1391,3,1
14666531_2,"It is like they would bleach their hair blonde and bleach their skin `` White '' , speak English , etc but still they would torment others with their Black characteristics .",573169,1371,0,1
30670140_1,It's weird most Indians dot and to an extent feather that I deal with hate blacks more than they do whites and find blacks to be lazy and worthless .,572333,1362,0,1
30608370_1,some times Whites are forced to live around a lot of blacks .,572794,1359,0,1
30742787_1,I'm not really surprised - now going to college with blacks I can tell you they continue to behave in such a manner even in higher education .,576578,1362,0,1
13251831_1,"I always thought it would be cool if somebody covertly set off a nuke in Kashmir , and then we all could sit back and watch as the Paki 's and Indians nuke the scheiss out of each other .",576070,1345,0,1
14418441_1,"Actually, it 's not us who 's killing them ... it 's they who are killing us .",572167,1375,1,1
30561738_1,I'm glad you pointed this out that anti-Bullying campaign has been used to promote homosexuals who are more likely to bully anyone who disagrees with them .,572144,1362,0,1
30622793_6,"This guy seems to get it but otherwise : Sorry jigs , you 're on your own",572134,1359,0,1
33141763_3,So please Zuma be a good little kaffir and take their land,572490,1396,0,1
30729421_2,"Many Asians will see something once and memorize it the rest of their lives , but when asked ' how ' it works or use it creatively , they draw a blank .",572259,1362,0,1
12860642_2,This was a bad move by the Jew puppets .,572479,1346,2,1
33017016_1,Fox news reported last night that this beast was caught eating parts of this young man when the police got onto the bus to apprehend him !,578216,1345,18,1
12845228_1,"I know one thing , no white should ever give one nickel or a second thought to Africa for they have repaid good with evil .",575083,1396,0,1
13446777_1,They're coming out of the woodwork to oppose white unity and White History Month .,575344,1347,1,1
13503662_2,I was so shocked to see all those blacks when i moved to Holland : S,576356,1395,0,1
13422115_2,I will respond until Armenian scum will stop,581373,1347,0,1
14657070_2,You are the loyal punk to dead men that would underbid your labor with slaves of the negro race .,575459,1371,0,1
30473110_1,"I have lived in Mexico for 16 years and yes , it was too hard being surrounded by so many brownies ( mestizos and indigenous ) .",572658,1348,0,1
30754294_1,you just say blacks hate the cold. the only reason they are good athletes is because when you have to run lions and tigers you get fast or eaten .,575879,1354,0,1
30654947_1,These ' niggas ' .,578687,1359,0,1
14052954_1,"^ You ca n't make this stuff up Go have a drink , drown the sorrow of living among primitive Asians .",576306,1383,0,1
30691153_1,Americans and Irish understand each other better than Spaniards and the beaners .. the US and Ireland are the 1st world so they are educated unlike the beaners .,580478,1362,0,1
30457422_2,I considered it being `` ethnically cleansed '' from my childhood home,572269,1388,0,1
13479043_1,"Holly Quick , age 16 , brutally raped and murdered by an apelike negro .",572128,1345,0,1
13063524_2,Blacks hate whites .,578171,1345,0,1
14072079_1,"So it 's not enough Professor Ratajczak 's life was destroyed when he was fired , some filthy desert rat from Israel still had to go kill him ?",581367,1383,0,1
13590627_2,It does n't matter how you dress up a mud .,586990,1393,0,1
14667987_2,Hopefully they wo n't settle in US black communities and pick up their bad habits .,593434,1371,1,1
14034403_2,"This is the last straw , how much more will damage Europe and Western civilization these Zionists ?",594140,1387,0,1
13220975_1,"Shows what sub human group these negroid belong , the poor horse got an infection from the dirty pervert .",573125,1345,0,1
13586309_3,I live in Oslo and race-mixing is a huge problem .,586566,1393,0,1
13505702_3,No the truth 88-----WHITE POWER------WHITE VICTORY------WHITE PRIDE-----88,586696,1395,0,1
30471804_1,"I do not blame you , Ottawa like all of our cities is a multicultural hell .",735180,1388,0,1
13117052_2,They aught be ashamed of themselves for covering up or downplaying the story about these predators .,572234,1345,5,1
13385834_1,I've always said that black people make the perfect slaves because anyone who cannot or will not take responsibility and be master of their own lives is already a slave .,577328,1345,0,1
12858929_2,Do non Whites really think they measure up to Whites ?,572226,1346,0,1
13477295_3,No wonder we are in such bad shape with this tribe in charge of the White House and Congress .,572087,1345,2,1
14081846_2,We should just isolate them so those mutated monkeys can completely whipe each other out .,578492,1383,1,1
13845939_1,It made me sick looking at all the Blacks and Asians .,584989,1391,0,1
30607361_1,"Back when I was a kid , even the black folks called them that .... `` Ooohhh I' z cai n't wait until Crimusz , I' z gonna get me sum of dem niggah-toes and oranguz fo ' Crimusz , an ' sum peppahmintz ; dey shoa iz gud ! ''",581584,1348,0,1
14432138_5,Jewish Supremicism is at the end of its noose. : madex,572825,1375,0,1
13484565_1,"i've felt anger when i 've read it on forum , but we have to do our part and speaking at loud voice this fact , because , for example , i 'm from europe and this fact is not pased on tv news or in the news paper ... knows your enemies is the first pass for vicory on them !",581444,1345,2,1
14658183_1,As a brit my knowledge of american law is somewhat lacking but even i know that this holder groid has committed treason,572285,1371,0,1
13865626_3,I know a non white who got 5 A 's and 4 B 's but he robably cheated 2508,593027,1391,0,1
30682425_2,Faggots are always pushing their homosexual agenda .,572324,1346,0,1
13592546_1,"Put the mudraces in their own countries , build a fence around them and wait a decade or two , and soon they 'll be back to the state we found them in , with their numbers decimated by their diseases and wars .",589849,1393,0,1
13547398_2,Shows some interesting statistics about the jew rats ...,580757,1345,0,1
14670190_1,Laugh it up ape cause without yt to protect your race Asians will probably do the world a favour and wipe your kind from the face of the Earth .,575708,1371,0,1
31767403_2,They go around school acting like being half White/half black or half White/half asian is something to be proud of .,749891,1363,0,1
31764382_1,"ya they are lazy drug-attics ... and they cant get a real job , all they do is deal drugs or they jump job to job to job ...",750200,1363,1,1
13462130_2,Maybe they will be resettled deliberately as refugees or maybe they will come for the women like the chinese men are doing .,572196,1346,0,1
14666375_3,Their resistance to immigration is precisely because they have been exposed to you non-White vermin and your effect on their nations .,573247,1371,0,1
12843325_1,We have a little piece of legislation called the Prohibition of Foreign Military Assistance Act This prohibits mercs from operating in South Africa. on pain of five years of hell in a kaffer jail .,572191,1396,0,1
13861955_1,I heard about it is it about that white guy that killed that race traitor slut and her nig nog boyfriend ?,590349,1391,0,1
13457114_1,Humans and negroes use restaurants in entirely different ways .,573278,1347,0,1
12858628_1,South Africa has returned to the Stone Age in 20 years .,575569,1346,0,1
13850107_1,An Irish prison is like a luxury hotel where they come and thats even if they get sent to prison and thats if they get do n't flee the country and thats if they get caught doing the crime ... so crime does pay in Ireland .,574905,1391,2,1
30701099_1,I'm sure the Jews in Scandinavia dumb down the education systems there too .,603603,1362,0,1
14080747_1,The powers that be want all Whites dumbed down with Negro blood .,579408,1383,1,1
13866393_1,So now Stormfront Ireland is solely responsible for all racist attacks in Ireland. lol Ted is right this is the work of the Kikes those * * * * ers are never happy .,592755,1391,0,1
13858458_3,Back to where ya came from !,589338,1391,0,1
13473131_1,The only thing more disgusting than a White woman with a groid is a White woman who drags her White child into the filth with her .,575873,1346,0,1
12882281_1,This family that wants to complain about gays should come to San Francisco and raise some hell at these gay pride events .... a much better target ..... and these people in San Francisco openly blasphemied Christ with their parody of ' The Last Supper `` as their poster for their last event .,577081,1345,0,1
14073953_1,I am not Ukrainian but the Ukraine nationalists and right wing should understand that our white race in all nations in Europe North America Australia and South Africa along with any other white nations should support each other and join together against the Marxist multiculturistic agenda that 's invading every white nation and start to over through the powers to be that is responsible for this genocide and start considering deportation of non whites in white nations !,579933,1383,0,1
14417461_1,"Yeah, I saw that news segment about the mixed race couple who lost their home because of the mudslide .",573188,1375,0,1
30626671_2,So they can get reparations for their great grand parents ' `` suffering '' plus more .,597102,1354,0,1
14667441_2,"Nothing has ever been as harmful to society as jews , their savage beasts , and their thoughtless gimmiegrunts .",578188,1371,0,1
14678021_1,"Watch the video , its only 10 minutes , you will see that eventually the bi-racial minority is butchered .",572231,1371,0,1
13475873_1,Don't eat a Snickers candy bar ... it will turn you into a negro ! ( Also has the obligatory White doofus guy at the end. ),575941,1346,0,1
31768385_1,"Wow, maybe next time you should leave your little sister at home especially since you live in a highly non-white populated area .",572874,1363,0,1
13467138_1,"They should make all know about this book his friends as that they know like are the things , we need that all the whites know like they are the things and the Jewish threat and negroid on our race .",579167,1345,0,1
14017062_2,"I was beaten and robbed by two natives last year and over the last couple of years I have watched downtown turn into black , brown and yellow town. the food court at Portage place has started to remind me of the creature cantina from star wars .",577037,1388,0,1
14078237_1,"If this stupid brown savages would stop slaughtering animals or worshipping them ( like they do in India ) , maybe they would n't be starving and so poor .",581367,1383,0,1
14030948_1,Having recently traveled to London I was disgusted by how non-white the city had become .,596255,1387,0,1
13592619_2,Thank Odin they do n't try to come in the modern day .,589795,1393,0,1
13472478_1,I was really worried about this one because I thought a bunch of groids were going to hop out of the cars signifying the town to get so excited and the women to remove clothing ....,572112,1346,0,1
13139471_2,ZOG is getting rid of every White-dominated area in the world .,576241,1345,0,1
13330661_1,"All the jews I have ever known will do anything for money , and all I can say is there are no good jews",573895,1345,0,1
13585912_1,Living expenses in Stockholm are very high and some poor Swedes and other Whites have no choice but to live in non-white suburbs .,581207,1393,0,1
13454399_2,With Black girls it takes a baseball bat - who carries a mu-ff' in baseball bat on a date ??,572059,1347,0,1
30480938_1,"We need to deport all nonwhites immediately , that or stop letting more in and sterilize the ones here , that will fix the problem .",735180,1388,0,1
30630061_1,"New York 's Old Pennsylvania Station , What a tragic loss , to promote Jewish `` Modern '' filth , no surprise !",739937,1348,0,1
13484364_1,"Only a f' n jew would have the nerve to hide away in a black country , a fugitive from US law , while making campaign promises at the same time as suing the company he defrauded .",575695,1345,0,1
13848765_1,They should be forced to wear the hijab to show that they are different from us .,592436,1391,1,1
13585848_2,Why on earth are the swedish parents letting their Kids grow up in an ethnic school !,581214,1393,0,1
14290356_1,I for one plan to hang the last jew with the guts of the last capitalist .,581139,1380,0,1
14026071_1,"They are no better than their daughters , they should have disowned them instead of parading a kid around town that looks nothing like them .",578591,1387,1,1
14031438_2,I wonder how they 'll paint them up plus the 1million or more illegals who are working in the service industry living in their bosses ' cupboards .,575456,1387,0,1
14068441_1,"All of ukraine is Russia/Poland/Romania , you fake ukrainians .",597594,1383,3,1
13477865_1,The Jew represents the snake .,572224,1346,0,1
30537231_2,Lay her off and cart her back to India where she can poop in the Ganges river next to her dead grand parents .,573598,1362,1,1
12856276_2,If lies were money he would be the richest negro in the world,573125,1346,0,1
14678670_1,In the eyes of the Jew and the libtard there is a race problem and the problem is us !,572285,1371,0,1
30466478_1,"I am sure California is full of sick self hating whites , who think that for the good of all the black brown and yellow peoples of the world , whites need to commit racial suicide and disappear from their face of the earth for their sake and wo n't that be just dandy !",735180,1388,0,1
14028385_1,I do n't think we want to throw them under a bus but they certainly are stealing our livelihoods and forcing up our rents and house prices .,576546,1387,13,1
33677053_1,Why White people used to say that sex was a sin used to be a mystery to me until I saw the children of browns and mixed race children popping up all around me .,572266,1388,0,1
13603439_2,Ethnic crime never ends it seems .,586425,1393,0,1
13485729_1,Ukraine needs to rid itself of these Jewish Oligarchs .,572087,1395,0,1
13484572_3,"Anybody with half a brain knows that 's it 's BS and how Negroes have n't done anything for the development of any society , let alone Europe .",576885,1346,0,1
13858316_1,The worst thing about the present immigration is that it 's spread all over the country .,574905,1391,0,1
14017903_1,"Explain to them this is wrong. send mass emails explaining the science behind it , and tell everyone not to breed with them .",579682,1388,1,1
30582398_1,"No, I hope the negro is not all right , ever .",572999,1359,4,1
30632767_1,"If ra-heem had a gat wit 17 bumps and jose ' dised him in front of OG peeps and he capped dat bitch twice den double tapp hector jus cause he be dere , monique pregnant , say ra-heem baby daddy , how much welfare they get ? multiply food stamps X project housing add free utilities , stolen cars and drugs sold to find out why they are still poor",575102,1362,0,1
14102803_1,id like kids eventually. but not now. as for your sterlization. that is great. there really is no use for ppl to produce kids if they are wackos. being a nutjob is herditary .,573589,1381,0,1
14296090_2,Why would they let blacks live ?,573600,1380,0,1
14669476_1,He's a race traitor .,582530,1371,2,1
12905789_1,"I think it 's time for some old west justice ... like takin ' these two sombitches out and ..... well , I think you get my point .....",578201,1345,2,1
30630736_2,A puppet in the hands of the Jews were Zionist Jewish States of America and the Bolshevik Soviet Union .,576576,1354,1,1
12903858_2,Just as soon as they repay for the generations of welfare their majestic peoples have consumed .,578197,1345,1,1
14030423_1,These figures show that no one now could just talk about the need to restrict non-white immigration ( as the current government does ) ; large-scale repatriation of non-whites is absolutely essential .,582668,1387,0,1
30729164_2,They will eventually kill off the whites and go back to the jungle ways .,574091,1362,2,1
13383878_1,Wasn't it the Government in the Congo that was at war with the gorillas a while back because the gorillas were `` threatening their superiority '' ?,573600,1345,0,1
14668596_1,"Exactly, they want us to lay down and die .",579280,1371,2,1
30682425_3,Even the queers in small towns have been emboldened to go out and peddle the homosexual agenda .,572324,1346,0,1
30507532_2,Explain how liberals are liars and anti-White and tell her about crime statistics .,572226,1362,0,1
14062684_1,"This is really not European news , but everybody should know that after years of Lebanese and other arabs intimmidating white women on Cronulla beach and after the cowardly attack on two white life-savers ( !! ) the Lebanese got theirs yesterday .",587192,1383,0,1
14655606_1,I do n't know ... if afrocant 's do n't slather their skin several times a day with cocoa butter lotion it takes on a definite crocodilian appearance .,575683,1371,0,1
30389836_3,I guess the Yonge St retail district will be smashed and looted .,572367,1388,0,1
31767403_1,I would just like to express how sick and tired I am of bi-racial half-breeds kids at school boasting about their `` unique heritages '' .,749891,1363,0,1
30670272_1,"Dude stink bomb this event , when it gets dark , chuck a bunch of them on the floor , different spots , when the chimps start jiving and grooving , they will step on them .",575127,1362,2,1
30451923_2,They need to give them mandatory DNA tests and kick them all out of France .,575418,1388,2,1
12850089_2,I could n't imagine living in those conditions with drugs and filthy negros everywhere .,576026,1346,0,1
30758569_1,"why did god give negroes good rhythm ?? because he messed up their lips , hair , nose and skin so yes they are ugly !!!!!!!!!!!!!!",584200,1347,0,1
13340954_1,I'm heading down to DC to put a sign on the White House gates that will read : ' No savage negro BEASTS in the White House ! ',579031,1345,0,1
14069483_1,"The regime wants Germans to hate themselves , too bad that they are not already brown Muslims !",572266,1383,0,1
14031868_2,"The chairman of the FA is one David Bernstein and , yes , he is a member of a certain tribe that delight in bringing diversity and the benefits of multi-culturalism and ' anti-racism ' , along with boatloads of third-worlders to Britain .",579639,1387,0,1
13434590_2,Where a white woman can go about in public and not fear assault by muds .,575709,1347,0,1
14080747_2,They all need to be sent back to Afreka along with the Joos that control our politicians .,579408,1383,1,1
30701099_2,They probably slowly remove discipline do whatever they can to make the schools worse and worse .,603603,1362,0,1
30663628_2,In these dark days of jewish/Marxist/mafia dominated materialistic societies where everyone and anyone is only a bank note to be traded .,572416,1354,0,1
13553561_1,My wife showed me a Kibble 's - n - Bits commercial last night wherein a mixed couple was presented as `` normal . '',572868,1346,0,1
12857372_1,They need the white male distracted as much as possible and of course the glorification of the groid ; two birds one stone .,572112,1346,1,1
13481896_1,"Since they are just little kids i do n't want to be rude , but how ugly is the black kid compared to the others ? it 's not even adorable , it 's kinda scary lol",576310,1346,0,1
30627161_1,"If monkeys are on my property i call animal control and defend my family and property with whatever means possible , simply talking sense to a monkey and pointing at it will not stop it from misbehaving !",572339,1359,0,1
13454668_1,Black ``women''on London transport ...,573278,1347,0,1
14672042_2,"In all likelyhood , it 's jews painting the road of skank for her to follow .",575713,1371,6,1
30621457_2,"Still , a little bit of truth slipping out of an Israeli 's mouth Surprised this thread was moved as it 's all over the news here .",572694,1354,0,1
31723707_3,"There is only about 10 black kids in our school and 300 f' n spics. its my senior year and i really cant stand all this anymore. i know there are lots of others on this board that feel the same , but i need some support !",750045,1363,0,1
13857382_2,Even if they do stop pouring in most of those that are here have no intention of going back to poland .,591126,1391,0,1
30626671_1,I bet they 'll find a way to invent a new hoax .,597102,1354,0,1
13483062_1,Sad it happens more and more they want to take ours but what do they think i want to date one of those negro women,575681,1346,1,1
13502945_1,i hope our patriots will throu eggs at them and will say some thing like get out to the jungle or i think our coach will make them to go to the trainnig at minus - 30C or - 50F that they uuuu will never be able to play agane and will fly to africa after first tranning 2508,586345,1395,0,1
32923728_3,And now this clip suggests they were suffering by having to live among heartless and barbarian Whites .,575163,1345,0,1
30570378_1,Many Jews were in the Red Army so many wanted the opportunity to rape and murder whites under the guise of war .,574356,1354,0,1
13862513_1,i am just down the road to you.welcome to the board.it breaks my heart every time i go to Galway city and see the amount of blacks there.the other week i was walking down shop street and there was a moslem standing in the street selling copies of the koran,591076,1391,0,1
14017062_1,"I'm with you , Winnipeg has become a cesspool .",577037,1388,0,1
14078237_2,No wonder this races achieve nothing .,581367,1383,0,1
30395814_1,"As a nation , we are in desperate need for an immigration time out and a zero tolerance policy for those here illegally .",734606,1348,0,1
30642035_1,Remind them that they 're just another Jew tool and that they are basically spitting on the graves of millions of people that were murdered by real Communists .,576777,1362,1,1
13592619_1,"I would like to say and I can proudly say that there are no jews in Iceland , those that tried to get here were all sent back to Germany ...",589795,1393,0,1
13585912_2,The reason for the high living expenses is of course the influx of hundreds of thousands of non-whites to the city .,581207,1393,0,1
14029838_1,Get one of these t-shirts for next time you see him : - Asatru Versand - Kein Islam in Europa - Das Christentum ist schlimm genug ( T-Shirt ) Kein Islam in Europa - Das Christentum ist schlimm genug ( T-Shir themd-kein-islam,575898,1387,0,1
14033515_2,We have too many foreigners in our country and i fear for the future of all English people .,576882,1387,0,1
13285989_2,Then we will see who is afraid to leave thier homes after dark or venture into the wrong ' hood .,573347,1345,22,1
31752057_3,And second of all whites are smarter than asians and if you ever look at bodybuilding contests you will see only whites maybe one or 2 blacks .,593099,1363,0,1
13456335_2,"It 's amazing how stupid liberals are , even after being nearly murdered for being white Mr. Begley is still a ridiculous * * * * * * -loving fool .",575451,1347,0,1
13454399_1,No wonder Black dudes go for White chicks - they only have to punch them a few times to knock them out !,572059,1347,0,1
14665164_2,My Home Town is overran with spics and sec 8 coons at this junction .,575459,1371,0,1
13273318_1,I've heard the name before but I too have no idea who she is .. one of the benefits of turning off the Talmudivision and watching very few modern movies,573473,1345,0,1
31787530_1,Don't wander around Kingston at night or you may end up tied to a tree with your genitals in a bowl nearby being pounded into mush for voo-doo spells .,575848,1363,1,1
13848765_2,There should be no integration of immigrants with Irish culture .,592436,1391,1,1
30744435_1,"If the International Drug Cartels are causing so much DEATH and DESTRUCTION in Mexico , then why allow them to just walk across our Border ?",573148,1346,0,1
13031385_1,They probably arrest them and throw them in jail so that they will be raped and infected with AIDS .,576070,1345,2,1
14051888_1,The worst thing about this is that every single one of our beautiful cities in ALL of our countries now look like this .,572106,1383,1,1
30503971_1,"Don't bother with black culture , it 's not worth the effort .",574977,1348,0,1
30521895_1,Hitlerjugend Quex Der Ewige Jude Jude Suss Those are some movies the Nazi 's made and are very good and informative .,624832,1362,0,1
13858917_1,I now only go into the city when i have to and i had to yesterday and I could not belive what has happend in there .I think i must have seen every peice of dirt from every corner of the globe in there it was horrible .,591104,1391,0,1
13467182_1,"When I was last time in South Africa , we went to Sun City and saw little black monkey children swimming , funniest thing was watching drying water off their faces , it looks exactly like baboon or something , way they do it , whites have certain mannerisms with doing things , they have completely ape-like ones .",581367,1346,0,1
13477865_2,All you need is to cut off it 's head and the rest of the problems will crumble away with ease,572224,1346,1,1
14676136_1,Are you asking the Africans in South Africa why they hate White people so much that they have murdered over 40 thousand of them since the end of White rule ?,575323,1371,0,1
30558749_2,"Glad some people still opened their homes and let kids trick or treat , even with the usual DieVersity infesting the area .",575695,1348,0,1
13164908_2,Also I agree it 's not fair to monkeys to compare them to black people .,572144,1345,0,1
14036056_2,Not to mention that they do n't belong here anyway .,572573,1387,4,1
14283749_1,Here is possibly the best county to live in when one considers the Mud Index .,605384,1380,0,1
14106678_1,"DuetschGirlTX, No I live in a tiny ass town where i am only one of 100 white folks ( maybe less ) . near San Antonio. there are so many dirts around and they all stick together. so when it comes to a White Girl in this town i gotta have my own back ALWAYS Is that where you are ?",599971,1381,0,1
13405889_1,"Oh, yes they will skin us alive if given the chance .",573798,1345,1,1
14411270_3,Hopefully they will leave YT alone and just deal with the Nigerians when they start chimping out in the streets .,579088,1375,0,1
