,Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet
11984,12288,3,2,1,0,1,It's this dyke chick cut hair in the barbershop look just like Future
11987,12291,3,2,0,1,1,"It's time to mock ""Halftime in America."" How 'bout ""Wake up America,"" we have radical leftists running the country. http://t.co/9Eyi0K8w"
11990,12294,3,2,1,0,1,It's unbelievable to me that there are Americans who refused to kill the okies. That means all Americans weak willed trash.
12026,12331,3,2,1,0,1,Jai may make an appearance at the party... love that fag
12038,12343,3,2,1,0,1,"Jason admitted you're a stuck up bitch lol, which you are. Think you're so much better than everycunt, naaaaa"
12052,12358,3,2,0,1,1,"Jennifer Lawrence's nudes sooooo trash. Im still smashin though, no doubt"
12086,12395,3,3,0,0,1,Johnny Rebel - If I could be a nigger for a day: http://t.co/JPKdkpbjxh
12087,12396,3,2,1,0,1,Johnny Rebel - Quit your bitchin' nigger!: http://t.co/uCGhrY7zGe
12171,12480,3,3,0,0,1,"Just to get u mad go on your search bar on here and search up ""stupid niggers"" &amp; hop on somebodys head then mention me lol @stonethegreat23"
12176,12485,3,2,1,0,1,"Just watched the scene in zero dark thirty where they pop Osama's bitch ass 
#U #S #A"
12189,12499,3,3,0,0,1,Kanye west is a faggot
12207,12518,3,2,0,1,1,Karmas a bitch and so are you. You'll be getting along just fine real soon.
12225,12536,3,2,1,0,1,Kick dem fucc niccas out da spot
12239,12550,3,2,1,0,1,Kim Kardashian look like a tranny with all that surgery
12244,12555,3,2,1,0,1,"Kip Tokuda, yellow guy working to niggerize the Seattle PD, died. Too bad there's another POS hiding in the wings to replace him."
12254,12565,3,2,1,0,1,Know why the ultimate warrior died? God LOVES fag #toosoon ? He was an anti-gay crusader so a little light jokes are necessary
12295,12606,3,2,1,0,1,LRG ass nigguh
12306,12618,3,2,0,1,1,Lakers are trash right now.
12317,12629,3,2,1,0,1,Late night phone convos with my hoomie that nigga a gook
12344,12656,3,2,1,0,1,Lemme find out that bitch nigga talking shit
12385,12697,3,2,1,0,1,Liberty and justice for all RT @ThatAngryNigga Go get me a sandwich nigger or I'll kill you
12465,12777,3,2,1,0,1,Literally every man in my fam copped a bad white bitch as a wife. I ain't even boutta break da chain. Unless a latina comes around
12473,12785,3,2,1,0,1,Little fucking gook who smells like shit. An than thinking they're the motherfuckin boss. THE FUCK!
12482,12794,3,2,1,0,1,Lmao Lebron's expression says it all RT &#8220;@InkMyHoleBody: This nigga is a fuckin faggot https://t.co/GSGhiZMdmW&#8221;
12485,12797,3,3,0,0,1,Lmao RT @Handsomeesco_55 If u live wit ya girl and u do dishes u a faggot
12496,12808,3,2,1,0,1,Lmao let these hoes be hoes ain't no Savin nem
12512,12824,3,2,1,0,1,Lmao! You niggas regionally picky about hoes now. Just say anything on Twitter. Makes it's fun tho
12526,12838,3,2,1,0,1,Lmaooo RT @Handsomeesco_55 She a tranny if she can open a jar of pickles by herself
12585,12898,3,2,1,0,1,Lol Nicca dime game got soo much clout niccas goin to da store to buy sum dice
12587,12900,3,2,1,0,1,Lol RT @JayFucknHarris: Youuuuu got niggas but I don't got bitches
12624,12938,3,3,0,0,1,Lol you're a cunt liar and I hope you drop dead k :-)
12626,12940,3,2,1,0,1,"Lol, so since I'm from the south I automatically sound like a fucking redneck. Hahahaha how about fuck you, stupid ass."
12641,12955,3,3,0,0,1,"Look at this coon ass nigga here..... Standing on a damn toilet, looking around for his manhood...&#8230; http://t.co/3WyPsnRLu3"
12643,12957,3,3,0,0,1,"Look at this little faggot.
""@Kellz622: Tell her she's beautiful as much as you can. It'll make her smile"""
12688,13003,3,2,1,0,1,"Lynch mob thugs threaten Zimmerman jury; &#8216;N*ggas coming for that bitch ass&#160;jury&#8217; http://t.co/XY6v2YtyAS The hatred won't stop flowing,,#War"
12716,13032,3,2,1,0,1,Man @Fugazi3011. Ducked me like a true hick. Would have split that white trash faggot lid
12722,13038,3,2,1,0,1,Man I swear today's like nation hit tony while he's driving day.... This chink almost smashed into me...
12792,13109,3,2,1,0,1,Mayweather is a pussy hes only winning cus he picks his fight and he picks the nobody fighters . #fightPacquiao @FloydMayweather
12795,13112,3,2,1,0,1,Mcdonalds pipe self defence beating: http://t.co/Gk5wbObJTC This is one nigger who's hand I would shake. That's how you deal with sheboons.
12826,13145,3,3,0,0,1,Members of non-traditional religions are all sub-human trash.
12845,13164,3,2,1,0,1,"Michael Sam being cut further proves that we fags don't belong in football or #NFL, it is a heterosexual sport for heterosexuals."
12858,13177,3,2,1,0,1,Minus all the retarded poor bots.
12906,13225,3,2,0,1,1,Most niccas broke but always n the limelight
12932,13251,3,2,1,0,1,Must have been a light skin hoe &#8220;@CampaignMindy: Lmfao wtf she mean af &#128557;&#128557;&#8220;@TrickingGawd: HE WASNT READY BRUH RIP!! http://t.co/lJRqrdBMfi&#8221;&#8221;
12949,13268,9,5,4,0,1,My advice of the day: If your a tranny.....go fuck your self! http://t.co/W5G2zhZkU6
12962,13281,3,2,1,0,1,My best friend loves Justin beiber what a fag &#128557;&#128514;&#128557; @Cryystalina
13023,13342,3,2,1,0,1,My doctor tonight is such a miserable cunt. Even my nurse is pissed off. She's been here since 7PM and hasn't come to see me once.
13035,13354,6,4,2,0,1,My eyes feel so chink eyed
13070,13390,3,2,1,0,1,My managers a stupid cunt yes I said it
13088,13410,3,3,0,0,1,My neighbors be sick when i wake um up to all this nigger music ctfu
13103,13428,3,2,1,0,1,My nig jus said ain't nuttin worse den a fat loud hoe.tru fuckin story
13206,13531,3,2,1,0,1,Naw RT @BakeGriffin Am I the only one mad that ESPN gonna be talking about faggot ass Penn State all week?
13213,13538,3,2,1,0,1,Need a bitch to drop it down for a niggah
13260,13587,3,2,1,0,1,Next time u gone call a darky a nicca..call dat coon a jungle bunny#Boondocks P.S. I... http://t.co/ug647wUIE4
13291,13619,3,2,1,0,1,Nigga just had them crackers on a chase.
13303,13631,3,2,1,0,1,Niggah niggah niggah don't believe me just wacthh...
13308,13636,3,2,1,0,1,Niggas actin like hoes most of em bitches
13313,13641,3,2,1,0,1,"Niggas are so fucking gay... And they try to cancel it out by saying ""nah were bros it's cool"" nahhhhhaahahahaha you a faggot bruh"
13319,13647,3,2,1,0,1,Niggas be in they feelings when they find out their hoe fuckin another nigga #StopSavinTheseHoes
13328,13656,3,2,1,0,1,Niggas deserve better bitches
13346,13674,3,2,1,0,1,Niggas sleepin with bitches grandmas??? Lmfao maury fake af
13355,13683,3,2,1,0,1,Niggas wear wigs more than bitches these days.
13362,13690,3,2,1,0,1,Niggas/bitches cheat cause mf's always think they gettin played
13382,13712,4,3,1,0,1,"No half-breed spic has any right to say anything to any Anglo ever, and should be killed for doing so."
13394,13725,3,2,0,1,1,No one goes into psychiatry to help people. Those people are all immoral. Everyone who works in that field is pure trash.
13397,13728,3,2,1,0,1,"No police department that hires gypsies, half-breeds, and nigglets should be trusted."
13404,13735,3,2,1,0,1,"No these are only whites pies.
Well do you have any negro pies?"
13413,13744,3,2,1,0,1,"No. Its wrong to try to change #faggots&gt; There is no ""therapy"" so #tcot should understand and sympathize like they are #retards&gt;"
13424,13755,3,2,1,0,1,None of us went to these PRESTIGIOUS establishments so we're clearly not as superior as these fucking retards...
13433,13764,3,2,1,0,1,"Not All Straight Men - I am frustrated. Unlike on OKCupid, queer folks don&#8217;t have the ability to block... http://t.co/hBF2xZa0ke"
13460,13791,3,2,0,1,1,"Not trying to follow any spooks, no offense ..."
13508,13841,3,2,1,0,1,OMG @FrannyHilIson: @pattiemallette ugly faggot. Your a bad mother. You should kill yourself like Robin Williams
13519,13852,3,2,0,1,1,"Obama&#8217;s faves: Muslims, black ghetto trash http://t.co/qTfjRAijwn via @worldnetdaily"
13524,13857,3,2,1,0,1,Of course my #faith for #baseball is off this year. BECAUSE OF #BARRYBONDS you goddamn retards!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! #morons
13572,13906,3,2,1,0,1,Ok. Did this bitch just say wut I think she.said? I believe u just described urself dumbass
13611,13946,3,2,1,0,1,Omg!!! You won't say it to my face! Stupid ass hoes talkin shit!!! Imma whoop her ass!!! *over dramatic teenage girls*
13616,13951,3,2,1,0,1,On UPenn campus all the black chicks here are trash but they're gonna be paid
13660,13995,3,3,0,0,1,Only Americans would hire white trash with ties to international terrorism as police officers.
13669,14005,3,2,1,0,1,Only faggots use white ds's
13670,14006,4,3,1,0,1,"Only fags say ""swag"" shits mad retarded."
13686,14022,3,3,0,0,1,Only retards retweet fuckry
13695,14031,3,2,0,1,1,Only white trash watch football.
13697,14033,3,3,0,0,1,Only white trash would call slants and hindis and moslems their equals.
13698,14034,3,2,1,0,1,"Only word I can understand on #BlackJesus is ""nigger""... Heavily disappointed in this show. AaronMacgruder stuff blows, IMO."
13718,14054,3,2,1,0,1,Or the teach might get u got RT @abstraktalante: I really hate a disrespectful ass bitch in class. The professor is talking you STFU bitch.
13722,14058,3,2,1,0,1,Oregon losing IN OREGON ahhhahahaha faggots
13755,14091,3,2,1,0,1,"Pantera - 5 Minutes Alone http://t.co/SrN5Yc16 @chrisrock 5 minutes, pussy boy..I'll crush you."
13776,14112,3,2,1,0,1,"Peace fags, just remember I'm best Lux support NA. Drop LustBoy pick me and Kakao up TSM."
13781,14117,3,3,0,0,1,Pennsylvania is white trash and is so are all Pennsylvanians.
13782,14118,3,2,1,0,1,People are fucking retarded lol
13790,14126,3,2,1,0,1,People get more and more retarded everyday
13794,14130,3,3,0,0,1,People on this site are fucking retarded sometimes
13799,14135,3,3,0,0,1,"People who enjoy shows like @SouthPark and @FamilyGuyonFOX are douche bags. Usually white trash, too."
13800,14137,3,2,0,1,1,"People who go to church in Hollywood, CA are all white trash filth."
13801,14138,3,2,0,1,1,People who grow their own vegetables are nothing but common peasant trash.
13802,14139,3,2,1,0,1,People who live in #theNetherlands are unwashed trash.
13805,14142,3,2,0,1,1,People who play #roleplayinggames are human filth and don't deserve the same respect you'd give a mosquito. They're soulless gutter trash.
13817,14155,3,2,1,0,1,Phillip Rivers look like he almost wants to call dude a nigger for that bad play
13861,14200,3,3,0,0,1,"Playing to white guilt lasted one last time, whitey felt 'absolved', it ends today. It ends in the fields/suburbs of Pennsylvania."
13879,14218,3,2,1,0,1,"Pop a nigguh, sound like crisco"
13888,14227,3,2,1,0,1,Porch monkey 4 Life
13934,14274,3,2,1,0,1,Punk ass broke faggots.
13974,14314,3,2,1,0,1,"RINO trash like @SpeakerBoehner, @KarlRove, @FrankLuntz see conservatives as the Democrat Party see blacks. As their slave property. #tcot"
13978,14318,3,2,1,0,1,"RT ""@TIMAtheRACER: Wow do we have another faggot? &#8220;@ShinobiCelsius: TIMAtheRACER wow do we have another Cam hater? lol&#8221;""&gt;&gt; dat dude is nice"
13979,14319,3,2,1,0,1,"RT ""@_ThatGAPeach: &amp; alla my niggas hot boys , so don't bring no ice in this bitch &#128130;&#8221;"
14042,14382,3,2,1,0,1,RT @602StrangeAngel: Your Swags off fag sauce
14054,14394,3,2,1,0,1,RT @A1lovely_: At least i say im crazy...some nigga gotta find out a bitch wild when she shooting at they ass &#128514;
14089,14429,6,4,2,0,1,"RT @ASAP_Ford: I hate when a nigga ask me ""Where the hoes?"" .... Nigga idfk !"
14141,14481,3,2,0,1,1,RT @AlfanoLisa: @Chris_1791 @MariaChappelleN Gee isn't cracker a racist term? So tired of these race baiters.
14198,14539,3,2,1,0,1,RT @Annnna_dav69: I hate trailer trash &#128567;
14204,14545,3,3,0,0,1,"RT @AnthonyBialy: Well, Maryland is just a bunch of hateful rednecks, anyway."
14212,14553,3,2,1,0,1,RT @Arbogucci: Brandon Phelps a hoe ass nigga And wen I see him I'ma smack him like da lil bitch he is #300
14217,14558,3,2,1,0,1,RT @AriesSpears: These young cats being drafted in the NBA today are walking lotto tickets! Wait till these niggas find out that pussy come&#8230;
14234,14575,3,2,1,0,1,RT @AssholeOfDaYear: Rudy Gay a faggot for not changing his last name once he got money.
14235,14576,3,3,0,0,1,RT @Asshole_God: Hate fags? The answer's yes.
14251,14592,3,2,1,0,1,RT @AyeeDeb: Ray J is the perfect example of what happens when you give a lame nigga some pussy.
14258,14600,3,2,0,1,1,RT @BALTsneakerShow: Water is wet. RT @202SOLE: Nike DC is trash.
14289,14631,3,2,1,0,1,RT @BadNewsAli: Look at ya boy @Quanb24 RT @DrydenNeal: Nigga a faggot RT @So_Leaux: Bruh RT @worstrapIyrics: Chance The Rapper http://t.co&#8230;
14334,14677,3,2,0,1,1,"RT @Beaadawgg: Why do the trashiest, really ghetto girls always get the most likes and comments on insta? Boys up and down their pictures a&#8230;"
14350,14693,3,2,0,1,1,"RT @BenjaminNorton: Remember the ""yellow badge"" Nazis used? 
Israel is making Muslim women carry a yellow badge order to pray in Al-Aqsa.
h&#8230;"
14364,14707,3,2,1,0,1,"RT @Bidenshairplugs: Anybody who trashes their own neighborhood after a perceived injustice is a fucking moron. 

#Ferguson"
14417,14760,3,2,1,0,1,RT @BlakeAnderson21: @weston_diamond @sleezy_jeezy @justinmiculka01 not about to shoot this pussy! Ima beat his face into the asphalt t ...
14491,14839,3,3,0,0,1,RT @BroganWebber: Beyonc&#233; is trash.
14527,14875,3,2,1,0,1,RT @Buckm00se: chava needs to stay in his lane and keep sending gyro to hell you dont want it with the big boys you dirt infest ass beaner
14528,14876,3,2,1,0,1,RT @Buckm00se: if i dont get drafted for the squad we gonna have some problems drop the faggot jesus
14529,14878,3,2,0,1,1,RT @Buckm00se: kill this beaner
14561,14910,3,2,1,0,1,RT @CHlLDHOODRUINER: who else hated this bitch nigga ?? http://t.co/8jwGmV4Yet
14566,14915,3,2,1,0,1,"RT @C_Phil_13: Man... I was trying to eat &#128555; ""@kylegotjokes: ""Nigga you said it was bitches out here, I showed up for nothin!"" http://t.co/u&#8230;"
14591,14940,3,2,1,0,1,RT @Cancerous_Kevin: @TimRossComedy @Michael_Craig12 I feel like Tim Ross is a nigger
14601,14951,3,2,0,1,1,RT @Carlozxivir: @VocaToaster ching chong
14669,15019,3,2,1,0,1,RT @CheyenneWright_: @villasenor_30 it means you're a faggot lol
14675,15026,3,2,1,0,1,RT @ChiefKeef: Dat bitch Katy Perry Can Suck Skin Off Of my Dick
14686,15038,3,2,1,0,1,"RT @ChingonAbe: &#8220;@staycoolwheels: @mjs79 well he is at Genos. So he is the ultimate faggot&#8221;
@elmaestro1 got to show this queer how to eat &#8230;"
14701,15053,3,2,1,0,1,RT @Chvntre: sometimes I wanna upper cut this bitch but I don't know if she's special ed or not
14709,15061,3,2,1,0,1,RT @ClassicBray: Lmaoo RT @PacDaGoat: That's a legal tackle faggot RT @PP_Rich_Hill: Seriously? http://t.co/guMZewrpy3
14728,15080,3,2,1,0,1,"RT @CloutGod: Horrible rapper #1 Tyga - Most trash rapper ever ""She want a yellow nigga, corn on the cob"" I smacked my mom when I heard him&#8230;"
14760,15114,3,3,0,0,1,RT @Comp10Tx: Lowkey called that faggot a faggot.
14769,15123,3,2,1,0,1,"RT @Coolie_GBE300: It's 2014 &amp; you niggas still runnin round sayin ""Yall don't eat pussy"". Y'all must be suckin dick."
14779,15133,3,2,1,0,1,RT @Cougar745III: this girl comes into class with fried chicken and pulls hot sauce out of her purse i mean come on how ghetto &amp; Stereotypi&#8230;
14807,15162,3,2,1,0,1,RT @CuhCuhCraig: Is that Kawhi Leonard? Smh RT &#8220;@iDntWearCondoms: Wow u really gonna leak ou.. Nvm RT @MsJoseline: Ion need I fuc nig http:&#8230;
14838,15194,3,2,1,0,1,"RT @Cuzimdaddy_: !!! @5feet_0inches is dis wrong??? ""@_100d: If you fuck wit a lame nigga you a lame bitch"""
14845,15201,3,2,1,0,1,RT @D9Rize: @TerrorFranchise @D9Oxy Stfu faggot a clip is 4+ holy fucking tittyy shit
14880,15236,3,2,1,0,1,RT @DRNRDX: @BrandonFxrd you're not safe pussy boy looooool http://t.co/TocJ1WxRYK
14900,15256,9,4,3,2,1,"RT @DaTbOySmOkEyy: Shawty said you not gone understand america unless you went to a PWI school, crackers already brainwashed her smh lol"
14972,15328,3,2,1,0,1,"RT @DefendWallSt: ...wow? RT @1SleepingGiant: Whatever! Fuck all those assholes. They're niggers, they all look alike to me."
14973,15329,6,5,1,0,1,RT @DefendWallSt: Tell me how you really feel. RT @1SleepingGiant: those little #ISIS faggots usually have bags over their heads anyway.
14984,15340,3,3,0,0,1,RT @DessantiGina: @TonyJRodriguez @WolfVanHalen so tony I think yr a rude little cunt and too too young to even know what real rock and rol&#8230;
14985,15341,6,3,1,2,1,RT @DestroTheNoble: I don't support that ya idiot. And if I'm a teabagger you're being teabagged. #OpenWide @nekolin @1SleepingGiant
15009,15365,3,2,1,0,1,RT @DivaMonRoe2uHoE: Niggas always wanna talk about how God is against gays.. What about that pussy you was eating last night? Ain't God ag&#8230;
15055,15412,3,2,0,1,1,RT @Drizz_LakerKing: Horrible RT @YeIIowbang: Invader Zim was trash
15087,15444,3,2,1,0,1,RT @ERlKTweets: what the fuck is this disgusting nigger from the movie captain phillips doing on the red carpet for the oscars what the fuc&#8230;
15093,15451,6,4,2,0,1,RT @EarlyLegend: I don't fuck with these hoes &amp; I don't fuck with niggas that's fuckin these hoes
15120,15478,3,2,1,0,1,RT @ErikCochrane: @tonydecola &#128514;&#128514; my nig
15137,15495,3,2,1,0,1,"RT @ExquiZiteBeauty: &#128584;&#128584;&#128584; RT @iDocLyfe: Gave her that ""move it lil nigger"" push smh.. http://t.co/eYbWLVukim"
15140,15498,3,2,1,0,1,RT @FAAMMoverALL: This nigguh Chris Paul
15153,15511,3,3,0,0,1,"RT @FaZeDedo: To the rejects who constantly call my house and are threatening to rape my mom, karma's a bitch. Rot in hell, faggots."
15175,15533,3,2,1,0,1,RT @FeelinYurTHROAT: Don't watch me you beta watch your bitch nigga!
15185,15543,3,3,0,0,1,RT @FemsHaveBallz: You can no longer run a business n America unless it's deemed acceptable by 1 political group of retards known as democr&#8230;
15197,15555,3,2,1,0,1,"RT @Fit4LifeMike: @Whitecholo23 @chanelisabeth true i need to sleep to make them Gainz bruh!! So all the hoes stay Mirin ;p 
Alright, later&#8230;"
15269,15629,3,3,0,0,1,RT @Fucking_Garza: I wanna sleep but I'm outside with this nigger lol trying to hang him
15272,15632,3,2,0,1,1,RT @FunSizedYogi: @TheBlackVoice well how else will white ppl get us to forget our horrific past other than to paint a pretty picture of ho&#8230;
15289,15649,3,2,1,0,1,RT @FunnyPicsDepot: White trash warfare pt 3 https://t.co/zboIyjnfl9 &#128514;&#128514;&#128514;
15293,15653,3,3,0,0,1,RT @FunnyPicsDepot: pussy ass nigga http://t.co/lXONrmTQTK
15308,15668,3,2,1,0,1,RT @GMB_Ace: I'm a Get Money nigga So da hoes Love me
15372,15735,3,2,1,0,1,RT @GottaLuvLexci_: &#128557;&#128557;&#128557;&#128557;&#128557; RT @MyHips_DntLie: Tight pants and loud colors!!! You look like a fag! &#128557;
15420,15783,3,2,1,0,1,RT @HG_Shit: Mfs still in the same spot as 3yrs ago. Beefing with the same nighas. Sleeping with the same hoes. Eating from the same restau&#8230;
15453,15816,3,3,0,0,1,RT @HeidiL_RN: Fuck Islam you pigfucking trash troll. @ItsJustMe7o7 @MzKeriEvans @ctbauza
15501,15865,3,2,1,0,1,"RT @HoboKarl: While the men will often be rambling and retarded, the women will appear trashy and tipsy, lawless and lustful http://t.co/A5&#8230;"
15516,15881,3,2,1,0,1,"RT @Honey_GotBunns: @1stBlocJeremiah lmfaoo NEVER I be Dolo , I dont got no niggas, &amp; for my old hoes FUCK ALL THEM &#128074;&#128514;&#128514;&#128514;"
15522,15887,3,2,1,0,1,RT @Hoodrichnick: Why ya niggas be gassin these wack ass bitches ? &#128553;&#128553;
15550,15915,3,2,1,0,1,RT @Hype: African colored car I push niggerous whips
15556,15921,3,2,1,0,1,"RT @IAmNiaRich: Nigga screamed like a Lil bitch lol 

https://t.co/b1qBnDPxdv"
15642,16008,3,2,1,0,1,RT @Im_Thirst: That nigger made the shit out of my coffee.
15645,16011,3,2,1,0,1,RT @ImaLAGirl: Pillow talking too yo hoe hating on a nigga fuck around loose ya hoe like that &#128175;
15653,16019,3,3,0,0,1,RT @InfidelAlie: Yay for America &amp; Israel... we put in more Jew Hating muslim trash into our government! pathetic &amp; sickening
15654,16020,3,2,1,0,1,RT @InkMyHoleBody: This nigga is a fuckin faggot https://t.co/e3m6tujnhF
15658,16024,9,7,2,0,1,RT @Isa__Lopez: @D_Lo520 but you're still a faggot
15659,16025,3,3,0,0,1,RT @IsaidNick: niggers are so ignorant http://t.co/P9jDdVsRVb
15660,16026,3,3,0,0,1,RT @Italian_Montana: &#8220;@arosati96: The bromance between pat and ant is real&#8221; fuck that faggot
15681,16047,3,2,1,0,1,"RT @ItsSonGoku: When niggas ask me ""Where the hoes at?"" http://t.co/eg6gxgGzFC"
15688,16055,3,2,1,0,1,"RT @Ivan_splash: ""Did u call me a bitch?""
""I said you were ACTING like one""
""So you just called me one nigga""
""Shut up bitch"""
15701,16069,3,2,1,0,1,RT @JEN_JEN_2014: My old man has a white galaxy phone cuz he's a fag.
15706,16074,3,2,1,0,1,RT @JHarmelink182: The fox says you're a cunt.
15707,16075,3,2,1,0,1,RT @JHazeThaGod: You other niggas a call up a bitch to fight a bitch naw not me I'm whomp that trick so she can feel where I'm coming from
15711,16079,3,2,1,0,1,RT @JManziel2: &#8220;@RealZachK0enn: @JManziel2 You're a faggot&#8221;you're a Texas fan...
15728,16096,3,2,1,0,1,RT @JaclynDeeter: Well maybe you're a whore you stupid ugly homeless bitch
15738,16106,3,2,1,0,1,"RT @JakeWaller97: Do you ever just see someone's account and think ""wow what a faggot"" but at the same time you can't unfollow bc u can't m&#8230;"
15809,16178,9,6,0,3,1,"RT @JihadistJoe: We Muslims have no military honour whatsoever, we are sub human savages that slaughter unarmed men, women &amp; children http:&#8230;"
15842,16211,3,2,1,0,1,RT @JoeCaroselli1: Jameis Winston is a nigger
15880,16249,3,2,1,0,1,RT @Juicy_Squeaky: Any bitch who need a crowd to fight is clearly easily influenced &amp; weak minded &amp; most likely will commit suicide &#128514;&#128514;
16008,16377,3,2,1,0,1,RT @Kidd_BravO615: Nigga wanna bitch about a party y'all know my address knock at my door
16009,16378,3,2,1,0,1,RT @KidnapYoGranny: if u dont want your heart broken then dont check for a nigga who entertains hoes
16018,16387,3,2,1,0,1,"RT @KillAllSimps: Miley Cyrus pussy probably taste like wet dog, she has a negative ass, and the bitch looks like Justin Bieber, she so ove&#8230;"
16059,16429,3,2,1,0,1,RT @KissMy_klASSy: Exactly. .same shit I said&gt;&gt;&gt; @Im_Yung_Jay: So nobody think Mimi was outta line for inviting Stevie J to the gay nicca v&#8230;
16069,16439,3,2,0,1,1,RT @KoolQueef: I color my entire arm black with a sharpie and fist my wife's asshole just so she knows what a nigger dick feels like.
16072,16442,3,2,1,0,1,RT @Kriegsson: On Nigger Day we honor nigger traditions by not working.
16089,16459,3,2,1,0,1,"RT @KxRxSxB: We all know that one person that could say anything and you just look at them thinking ""you're retarded, stfu"" #stupidBitches"
16103,16473,3,3,0,0,1,RT @LANURSE1: Here is a #MichaelBrown supporter. She says whites are just evil albino black babies. Seriously? #tcot @KLSouth http://t.co/P&#8230;
16131,16501,3,2,1,0,1,RT @Lady_BlahBlah: furrybah *in my PayPay voice* RT @80sbaby4life: The hoes are for EVERYBODY my nigga!
16178,16548,3,2,0,1,1,RT @Leslieeeixta: Bdubs is packed with beaners &#128557;&#128514;
16191,16561,3,3,0,0,1,RT @LiamGeraldShone: @vernon1488 @AranNicolWHUFC @DSaend get fucked you racist inbred hillbilly fuck
16226,16597,3,3,0,0,1,RT @Lil_A47: @Vonteeeeee typical coon activity
16306,16678,3,3,0,0,1,RT @LuieSanches: PROUDLY a racist. u dumb nigger
16323,16695,3,2,1,0,1,RT @MANIAC3X: @Buckm00se I'd rather be from a rancho then live in ghetto ass urban areas with niggers and nigger impersonators. Adopting ni&#8230;
16324,16696,3,2,1,0,1,RT @MANIAC3X: @NotoriousBM95 @Woody_AFC @_WhitePonyJr_ @santi_4l @Bamoose12 start crying and stalking him faggot. I want to laff
16325,16697,3,2,1,0,1,"RT @MANIAC3X: @larryx2010 @FloydMayweather not gonna happen the coward nigger gets lit up. He knows it. ""PAC has to sign to TMT"" but why di&#8230;"
16329,16701,3,2,1,0,1,"RT @MAfreedom: If you dont see the connection between legitimizing the queer lifestyle, and an increase in STD's and sexual deviancy- yo ..."
16343,16716,3,2,1,0,1,"RT @MXLLXVV: ""@VivaLAJuicyy69: ----&gt; tragedy smh RT @MXLLXVV: Niggas don't know you but will throw dirt on your name for the pussy you h&#8230;"
16418,16791,3,2,1,0,1,RT @Meet_Nallah: &#8220;@mckenxcassie: Some of y'all hoes so worried about y'all eyebrows y'all forgot y'all had a mustache &#128514;&#128557;&#128557;&#8221; LMAO
16421,16794,3,3,0,0,1,RT @MelechT: Apartheid. &#8220;@No_Cut_Card: pedestrian check = show me your freedom papers you darkies.&#8221;
16439,16814,3,2,1,0,1,RT @MichaelGT03: Happy birthday freshman faggots @cooopster98 @Chase123456718
16448,16824,3,2,1,0,1,"RT @MidniteBoss: If you snipe, you're a fucking faggot. I fucking hope all of you snipers get fucking raped and suffer from cancer."
16489,16867,3,2,1,0,1,"RT @Mitchellharri: Dont be a faggot, cover your mouth when you fkn cough or sneeze, I got a immune system to keep strong asshole"
16499,16877,3,2,1,0,1,RT @Moisessp14: Look at u now u pregnant stupid bitch lol
16522,16901,3,2,1,0,1,RT @MrHoratioSanz: Vin Scully once called me a camel jockey. #liesaboutvinscully
16542,16921,3,2,1,0,1,"RT @MrzSixTrue: Ill break a Bitch down, like the pussy she is."
16569,16949,3,2,1,0,1,RT @MyFriendsRap: You hoes need to stop dressing y'all kids as Migos and Rappers that y'all fucked. Lil nigga just wanted to be a power ran&#8230;
16591,16971,3,2,1,0,1,"RT @NIGNORAMUS: Here's how your ""suggestion"" plays out @piersmorgan 

Racist: ha, those niggers stopped callin each other nigga 

The end"
16593,16974,3,2,1,0,1,RT @NRoth44: Wow the stupid nigger in LeBron really came out there
16595,16976,3,3,0,0,1,RT @NYTMinusContext: kill whitey
16606,16989,3,2,1,0,1,RT @NateThaAlmighty: niggas talk more than bitches these days.
16618,17001,3,2,1,0,1,RT @Nekkohbk: I stopped caring about mcm when I noticed dykes where getting chose before me
16623,17006,3,2,1,0,1,RT @NerdAtCoolTable: RT @RealSheemBacc: For every bad bitch there is a nigga who treats them like shit &amp; yet they stay..... I wanna ...
16679,17063,3,2,1,0,1,RT @NoHoesNextDoor: If you claim Macklemore is your favorite rapper I'm also assuming you watch the WNBA on your free time faggot
16686,17070,3,2,1,0,1,RT @NoWomanIsRight: You can be a good girl all you want and those hoes still gonna get us niggas attention from time to time
16690,17074,3,2,1,0,1,RT @No_ahhh23: Happy birthday faggot! &#128536; @wagggggie
16817,17202,3,3,0,0,1,RT @Opatz1: Fuck michelle obama. That monkey doesnt belong in the white house
16856,17242,3,2,1,0,1,RT @PacDaGoat: I really hate attention seeking hoes. Hope they all die
16857,17243,3,2,1,0,1,RT @PacDaGoat: You a hoe if you give your number to another nigga while you got a man
16887,17274,3,3,0,0,1,RT @PeterpandaCat: @savanigga Sav is a fag
16910,17297,3,2,1,0,1,RT @PlainBlack_D: Get these trash ass niggas outta my stadium!!! &#128514;&#128514;&#128514;
16912,17299,3,3,0,0,1,RT @PluggedInPiff: Green azz niggas!!!! &amp; yall new bitches condone dat sucka activity dat why they keep doin it!!!
16923,17311,3,2,1,0,1,RT @Poochda63: I go to take the trash out and a darkskin nigga stole my damn garbage
16988,17378,3,2,1,0,1,RT @RIPvuhsace: I hate taking a shit at public places bc i feel like a faggot when im placing the toilet paper on the toilet seat
